test_loss,test_acc,test_accuracy,test_balanced_accuracy,test_cohen_kappa,test_f1_weighted,test_f1_macro,test_f1_micro,subject
0.607343852519989,0.706944465637207,0.706944465637207,0.706944465637207,0.4138889014720917,0.6992725133895874,0.6992725133895874,0.706944465637207,1
0.6383379101753235,0.6617646813392639,0.6617646813392639,0.6617646813392639,0.3235294222831726,0.6609169840812683,0.6609169840812683,0.6617646813392639,2
0.6886404156684875,0.6333333253860474,0.6333333253860474,0.6333333253860474,0.2666666805744171,0.631556510925293,0.631556510925293,0.6333333253860474,3
0.5066989660263062,0.7378378510475159,0.7378378510475159,0.7378378510475159,0.47567567229270935,0.7323459386825562,0.7323459386825562,0.7378378510475159,4
0.438720703125,0.7702702879905701,0.7702702879905701,0.7702702879905701,0.5405405163764954,0.77016282081604,0.77016282081604,0.7702702879905701,5
0.6100413203239441,0.6694444417953491,0.6694444417953491,0.6694444417953491,0.33888888359069824,0.664431631565094,0.664431631565094,0.6694444417953491,6
0.3949662148952484,0.8208333253860474,0.8208333253860474,0.8208333253860474,0.6416666507720947,0.820306122303009,0.820306122303009,0.8208333253860474,7
0.39804181456565857,0.8092105388641357,0.8092105388641357,0.8092105388641357,0.6184210777282715,0.8085978031158447,0.8085978031158447,0.8092105388641357,8
0.6216585636138916,0.6819444298744202,0.6819444298744202,0.6819444298744202,0.3638888895511627,0.681008517742157,0.681008517742157,0.6819444298744202,9
